review,sentiment
Buz gibi geldi 3 dürümde çöpe gitti.,0
Yazdığımız notları dikkate aldınız için ve lezzet servis hız hepsi 10 numara...,1
Tavuk hafif yanmıştı ve yanlış kola gönderdiler. Ama hızlı geldi.,0
Yemek malesef bir saatte geldi. İlk siparişimizdeki tadı alamadık. Çünkü soğuk sayılırdı. Patates kızartması sayarak konulmuş gibi normalde burger yanında gelen miktarın 1/5 gibi. Dağıtımın yoğun olduğu saatte bu tip gecikmelerin olması muhtemel ne yazık ki :/.,0
Bir buçuk saat den fazla sürdü ve yemek hiç iyi deyildi.,0
İçeceği unutmuşlar göndermelerini talep ettiğim halde 3 saat sonra arayıp bi ara getiririz diyorlar dalga geçer gibi. İlk ve son siparişim oldu.,0
Burgerin icindeki malzemeler guzel ama ekmek sert ve cok buyuktu patatesler soguk ve lezzetsizdi fiyat/performans olarak normal tabi.,0
"Sipariş 1saat 10dkda falan geldi. Sıcak olmasına ragmen tavuklar cok sertti. Sos ve coleslaw hiç yok. Biscuit yerine hamburger ekmegi gönderiyorlar. Sanırım farkını anlayamayacak kadar acemiler. Tavukların harcı rezalet. Hamburgerde jalapeno koymayı unutmuslat, ee zaten baska ne vardı ki. Rezalet..",0
"Tavuk şiş yazan yemeğin, ne şiş ne de mangalla bir ilgisi var. Kuşbaşı doğranmış tavuk göğsünün, ızgarada kuruyana kadar pişmiş hali.",0
Köftelerin içi kanlıydı aceleyle yarım yamalak pişirilmiş ve kanlı şekilde paketlenmişti. Aç olmasak yemezdik. Fiyat ve lezzet uyumu gerçekten alakasız. O paraya daha kaliteli yemekler var sitede.,0
Kiloluk tavuğu biraz az gibiydi.,0
Tavuk sis siparişim tavuk göğüs geldi.,0
Yeşillikler bildiğin kirliydi yiyemedim. Tavuk da kesinlikle 300gr değildi 3-5 parça atmışlar. Canınızın kıymeti varsa almayın.,0
"Fiyat, performans çok iyi. Ustanın ellerine sağlık. Motorcular ayrı bir başarı.",1
Hızlı gelse yemekler mutsemdi tsukkur ederiz.,1
Fiyata göre porsiyonlar küçük olduğu için puan kırdım.,0
"1 saatin üzerinde geldi, buz gibiydi, yan ürünleri 1 yemek kaşığı yani bunu yazmaya bile üşenirsin, fiyat performansı çok kötü. Geç geldiği için gönderdikleri sütlaç ikramı da yanmıştı yiyemedim.",0
"Köftelim menüsündeki kaşarlı olması gereken köftede kaşar yoktu ve düzgün pişirilmemişlerdi. Yoğurtlu makarna ve pilav miktarı ancak bir güvercini doyurabilecek miktarda idi. Güya ikram olan fırında sütlaç bebek maması yada lapa diye tabir edeceğim. Sipariş teslim süresi ve servis uygun, lezzet 0...",0
Çok lezzetli.,1
Siparişi 2 saat sonra getirdiler.,0
1. 30 saate gönderdiler almadım bile.,0
"Yıllardır aldığım en kötü siparişti. Soğuk olmasına ve paketin sızdırmasını geçtim, etler yenilemeyecek derecede sert ve sinirliydi. İlk kez bir siparişi atmak zorunda kaldım. Acıdığım para değil nimete yazık oldu. Böyle yapacaksanız yapmayın bu işi, ziyan ediyorsunuz. (1. 5 şaşlık sipariş etmiştim).",0
Geç geldi pes edip yemek yapmaya başlamıştım. Köftesinde deşik bir koku vardı. Lezzeti kötüydü :(.,0
Pideden başka herşeye benziyodu.,0
100.,1
3 kişide perişan olduk ayıp size be her here şikayette bulunacağım! Kaşarlı lahmacun bozuktu 3 kişiyi pert etti.,0
Yalan olmasın ama sanırım kıymasında nohut var.,0
Çok soğuk geldi.,0
Çok soğuk ve çok geç getiriyorlar.,0
Ürünlerim eksik geldi ve ben tüm siparişlerimin ücretini tam ödedim siparişim geç geldi ama bu durum sorun değil hava şartlarından dolayı geç gelebilir ama eksik gelmesi hiç hoş olmadı boşuna almadığım ürünün parasını ödedim.,0
Hayatımda yediğim en kötü dürümdü tuzu basmışlar lavaşı kupkuruydu bu paraya bu dürüm cidden siz lokantayı kapatın gidin hayatımda böyle kötü hizmet görmedim.,0
Çok kötüydü lahmacun ya :(.,0
Pidede kullandıkları sey kesinlikle kiyma değil!,0
Göndermiş olduğunuz burger kömür olmuştu daha sonra yenisini gönderdiniz fakat daha dikkatli olmalısınız.,0
Hayatımda yiyemediğim en kötü yemeklerden birisi tavukların derileri alınmamış tavuk önceden kalmamıdır nedir acayip bir tadı var. Bu hayal kırıklığı için teşekkür ederim.,0
Çok başarılı ellerinize sağlık bol kazançlar.,1
Cheeseburger yanık ve soğuk lütfen biraz dikkat sonuçta ücret ödüyoruz.,0
Sunum hız mukemmel.,1
Lezzetli ürünler hiç düşünmeden sipariş verebilirsiniz ama biraz daha hızlı olsa daha güzel olacak.,1
"Yemeğin lezzeti, sunumu ve malzemeleri çok kaliteliydi. Kurye temur bey hızlı getirdi ve çok nazikti, teşekkür ederim.",1
Diğer menülerinizi begenmiştim ama dün etli wrap söyledim et resmen pişmemişti hiç mi tadına bakmadınız kendinizin yiyemeceğiniz pişmemiş eti bana neden yolladınız yiyemedim çöpe gitti.,0
"Sodexo seçeneği çıkıp, ancak geldikten sonra sadece mobil sodexo var dediler, başka kart ile öde! Başka kartile de ödemeyi alamadılar, yemeği geri gönderdim!",0
Kurye çok kibardı ancak memnun kaldığımız tek şey buydu. Kimsenin ekmeğiyle oynamak istemem ancak lezzet konusunda sınıfta kalınmıştı. Makarnadan soğudum. Güzel bir mekandı açıkken ancak bu sefer hiç beğenmedim. Umarım düzeltirler çünkü eskiden böyle değildi.,0
Beklediğimden çok daha iive çokta hızlıydı sıcak ve eksiksiz servis geldi.,1
"Hava koşulu kötüyse, restoranı kapatacaksan indirim yapacağına kapat kardeşim. Benim ödediğim para da para. 75 dakika sonra bana buz gibi donmuş yağlar getireceksen, yapma bu işi. Kuryen buralar buzluymuş diyor, size ne lazımdı? Oralar nasıldı ki, buralar buzlu? Emirgan buzlu, maslak buzsuz.",0
Hız ve servis güzeldi kanka pilv çok lapaydi ya yiyemedim.,0
"Et yanikti resmen disi siyahti. Bu sekilde eti gorup de hamburgere koymak hic dogru degil. Goz gore gore yanik eti yollamislar. Kalitede standart kesinlikle tutturulmamis, her sipariste farkli sekilde et yollaniyor.",0
"3 aydır nukkadan yemek söylüyodum, birdaha söylemeyi düşünmüyorum. Kurye 2 dk ya ordayım diye aradı, 10dk kapıda bekletti. Cheddarlı tavuk söyledim, tavuk kupkuru geldi. Çatal bıçak yollanmadı, gelen ekmekler bayattı. Yanında gelen salata malzemesi en az 3 günlüktü. Not yzdım dikkate alınmadı.",0
Super.,1
Lahmacunlar buz gibi geldi. Özellikle belirtigim halde 5 acili 5 acisiz diye ama hepsi acili gelmisti cocuklar yiyemedi.,0
Cok motukotu.,0
Servis ilgi ve ulaşım lezzet süper.,1
Lahmajun iydi ama tavuk doner cok berbat bir şekilde geldi.,0
Kusura bakmayında berbat bir döner allahın gücüne gitmesin.,0
Hız yok lezzet yok kurye arkadaşın güler yüzü dışında iyi olan hiçbir şey yoktu bu bir rezalet sadece kurye arkadaşa teşekkür ederim ama rezalet bir hizmet kaliteleri var.,0
Yemek 2 saatte geldi. Soğuk ve lezzetsiz.,0
"Sektörün en iyi fiyat performans uyumlu dönerlerine sahip restoransınız, bu işin ehlisiniz.",1
Kötüydü.,0
Çok lezzetsizdi ve yoğurt için kaşık konmamıştı. Islak bir adet peçete vardı :( porsiyonları da küçük :( inşallah daha iyi seviyeye gelir.,0
Beklentimi karşılamadi.,0
Maalesef tadını beğenmedim fiyatı pahalı ve iptal etmek istediğimiz de daha 3 dakika geçmiş iptal etmediler ama siparişi maalesef 1 saatte getirdiler hiç memnun kalmadım gerçekten bütün samimiyetimle bu arada çok küçük pizza aldanmayın dikkat edin sipariş verirken.,0
Mükemmel lezzet patlayana kadar doymama rağmen bitmesini istemediğim uzun zamandır yediğim en güzel pizzaydı yalnız o değil hızlı getirdiğiniz içinde teşekkürler.,1
Servis görevlisi çok nazik bir arkadaştı. Pizza lezzetliydi. Hızlı servis tam lezzet.,1
"Kurye abimiz gayet sevecendi teşekkürler ona burdan. Pizza konusuna gelirsek dominostan daha kötüsü olamaz diyordum taaaki bu pizzayı yiyene kadar. İlk ve sondu, yazacaklarım bu kadar.",0
Pizza tadı hariç bütün tatlar var.,0
Pizza sosu yok sadece servis hizliydi.,0
Çok hızlı bir şekilde gelindi lezzeti de çok mükemmeldi. Pizzayı getiren arkadaş ömer bey oldukça güler yüzlüydü bir önceki siparişte bir yanlış anlaşılma olmuş gelen arkadaş beni aramıs ulaşamamış ben de beni aramadığını düşünmüştüm kendisinden de özür dilerim.,1
Pizza yemek istersem arayacağım ilk yer artık sizsiniz.,1
Çok güzel tavsiye ederim.,1
Olmadı.,0
Döner cok iyi ancak ıslak hamburgerin içinden 3 tane büyük taş cıktı.,0
Et dürümün 28 lira olduğunu gördüğünüzde kesinlikle beklediğiniz dönerin dolu olmasını düşünürsünüz çiğköfte dürüm gibi birşey göndermek insan kandırmaktır.. Totalde 8 dilim döner vardı. Markası belli olmayan doldurma ketçap mayonez de cabası. Islak hamburger sogansiz sarimsaksiz ıslatılmış burgerdi.,0
Şuan 1 saat 30 dakika oldu yorum yapmaya bile hak tanıdılar o kadar geç oldu yani ama hala siparişim gelmedi. Rezalet ya akşam oldu. Kuryeniz yoksa kapatın siparişe insanları mağdur etmek yakışıyor mu...,0
"Islak hamburgeri beğenmedim, patates kızartması çok güzeldi.",0
Hamburger etinin tadı çok kötüydü. Et kokmuştu. Yiyemedim. Patetesleri çok iyiydi.,0
Çok iyi.,1
"Siparişi verirken 100gr tavuk ibaresi vardı, tüm dürümü tartsanız gene 100gram gelmez :) ama şimdi gramaj olayını silmişler. Lezzet açısından ciddi manada en kötü tadı alacaksanız emin olun.",0
Yediğüm en kötü dönerdi. Hatta etin döner eti olduğundan da şüpheliyim. Donmuş eti ısıtıp yollamışlardı sanki. Ha bi de 50 dakikada geldi.,0
100 gr döner diye yazmışlar 50 gram kadar bişey var tavsiye etmiyorum.,0
Berbat.,0
Gerçekten lezzet olarak çok beğendim tabi servis daha düzenli olabilir ki olmalıdır da saygılar.,1
Lahmacun la kellepaca corbasi sipariş ettim gercekten harikaydı hele kellepaca süper di tşkler hacı mehmet oğulları...,1
Çok hızlı ve lezzetliydi elinize sağlık..,1
Lezzette sıkıntı var gerçekten adana dürüm ve lahmacun aldık asdana yerken sanki yağ yedim sadece.,0
Corba disinda iyi idi.,1
İskender baya kötüydü kurye çok iyi biriydi.,0
Çatal bile koymamışlar.,1
Lezzet sıfır verilen paraya yazık.,0
Kurye çok güleryüzlüydü. Bide çok hızlı geldi ellerinize sağlık.,1
Puaninizin niye düştügünü siparış verince anladim. Eskiden iskender 30 tl ken daha özenli dha gramaj yuksek et koyuyodunuz güya şimdi yüzde 25 indimli 28 tl. Boyle gderse siparsleriniz düser bu son siparişimdi.,0
Hızlı geldi. Ürünler sıcak ve lezzetliydi.,1
Hız 0 lezzet kötü pişmemiş et getiriyorlar kurye lakayit.,0
Hayatımda gördüğüm en kötü kanat ve pirzolaydı. Hepsini çöpe attık. İlk defa çöpe yiyecek atıyoruz. Hakkımı helal etmiyorum. Bu kadar rezil edilemezdi et. Kanata koyduğunuz sos nedir öyle. Ayrıca kanatların dışı yanmış içi cıvık cıvık. Hepsini attık. Allah affetsin. Günahı boynunuza.,0
Kesinlikle tavsiye ediyorum. Lezzet bakımından mükemmel pişmiş bir pirzola ve kanat yedik. Hız bakımından ise mutlaka özene ihtiyaçları var.,1
İdare eder.,0
Fiyatlar çok uygun tavuk şiş sipariş etmiştim hem bol hemde çok lezzetli. Siparişte 30 dakikada geldi çok memnun kaldım.,1
Siparişim tam 1 buçuk saat sonra geldi. Bu süre içinde 2 defa canlı destek aldım siparişimin yolda olduğu söylendi sonrasında kurye arayıp 5 dk içinde geleceğini belirtti ama aramadan yarım saat sonra siparişim ulaştı. Kötü bir işletme lezzet vs gözüme gelmedi geçe kaldığı için yenmedi ve atılacak.,0
Tadı garipti. Islak mendil bile koymamışlar.,0
Hiç sos yok. Lahana marul dışında yeşilliğini a sı yoktu. Sadece ekmek ve çiğ köfte.,0
Abi çok kötü.,0
"Çig köfte bu degil malesef, lezzet çok kötü.",0
Çok az çiğköfte koyulmuştu.,0
Full marul ya çiğ köfte yok.,0
"İlk siparişimde 1 kg yerine 740 gr gelmişti, lezzetini çok beğendiğim için ikinci şansı vermek istedim. İkinci siparişte de 1 kg yerine 780 gr geldi. Bir daha buradan yemeyeceğim, üzgünüm...",0
"1, 5 saatte geldi.",0
Çiğköfte bayat lezzet yok nar ekşisi yok tek güzel yanı erken gelmesi.,0
Lezzetli degildi tatsiz tuzsuzdu.,0
Berbat tamamıyle.,0
Berbat bir yer. Yemek yedikten sonra sipariş çünkü acıktığınzda gelicek 2 saat falan.,0
"30-40 dakika yazıyor, tam 70 dakikada ve soğuk geldi. Bir daha buradan sipariş vermem. Misafirlere rezil oldum.",0
Beğenerek yiyoruz elinizin lezzeti muhteşem :) birde siparişlerde ikramlar olsa müthiş olur :).,1
Her seferinde tekrar bayılıyorum pizzalarınıza çok teşekkür ederimmm.,1
Hayatımda yedıgım en kotu pepperonıydı! Gercekten pızzadan soguttunuz yazıklae olsn.,0
Bu boyuttaki pizzaya orta boy demeye utanmalısınız. Gerçekten tüketiciyi kandırmak bu. Pizzanın cmini yazmamanıza şaşırmamalı. Boyut harici de lezzet puanım 2dir.,0
Donmuş pizza alıp mikrodalgada yapsan daha iyi.,0
Bir alttaki sokakta olan yerin 1 saat 15 dakika sonra sipariş getirmesi kabul edilemez. Üzgünüm. Birde soslar eksik ve pizza soğuksa. Bir daha sipariş vermem misafirlerime rezil oldum.,0
Bu kadar lezzetli bir pizza soğuk gelmemeliydi ama yine de elinize sağlık!,1
Lahmacun baya lezzetliydi ustanın ellerine sağlık.,1
Bir bucuk saat bekleyip siparisin gelmemesi super... Valla insan bi haber verir gelmeyecek su var bu var diye.,0
Hayatimda yediğim en kötü pideydi küp kuru ici ne kavurma koymaya elleri gitmemiş sırf joker diye yapıyorlar galiba.,0
"Daha öncesi siparişimiz(koşuyolu şb) gibi olur sandık ama hayal kırıklığı yaşadık, yazık oldu verdiğimiz paraya:(((((.",0
Teşekkürler.,1
Elinize sağlık. Teşekkürler.,1
Siparişten birbuçuk saat sonra ve buz gibi geldi.,0
Sicak ve hizli servis lezetliydi.,1
Kuryeye teşekkürler.,1
Çorba gelmedi.,0
İnanılmaz soguk ve kötüydü.,0
Sipariş süresinin oldukça üzerinde geldi. Paketleme inanılmaz vasattı. Söylediğim tost hem bayat ekmektej yapılmış hemde buz gibiydi. Kesinlikle birdaha yemeyi düşünmüyorum.,0
"Ucuz, kaliteli ve mükemmel.",1
"Hayırlı olsun, gayet güzeldi.",1
Lezzet yok.,0
Hem notu dikkate almıyorlar hem rezalet.,0
Mercimekli manti harika.,1
İyi.,1
Salatayı beğendim fakat sipariş bir saatte anca geldi.,1
1 saati gecik sürede geldi çiğ börek kıymalı olur fakat içinde kıymadan fazla soğan vardı ve kuruydu ve kullanılan yağ eski yağ ydi tadından belli ayriyetten kuryeci arkadaşın siparişi teslim ederken yaptığı saçma espiri hoş değildi tecrübe oldu daha da sipariş vermem burdan.,0
Bugün iletmiş olduğunuz sarımsaklı yoğurdun tatında bakın bence resmen kokmuş mantıyı dökmek zorunda kaldım. İlk ve son siparişim.,0
Dürüm çok güzeldi hızlı be sıcak geldi lavaşı çıtır çıtırdı çok güzeldi yani.,1
Tadı güzel değildi.,0
Çok aç olduğumuz için mecburen sipariş verdik köftesi aşırı tuzlu ve lastik gibiydi ama patates ve ekmeğin tadı çok güzel.,0
Kebap yiyelim dedik utanmasalar poşette gönderecekler.,0
Özellikle urfa dürümün çok nahoş bir tadı vardı. Günü geçmiş kıyma yada yeşillik kullanılmış gibi. Sıcak servis yapalım diye tost makinasında ısıtılan dürüm gevrekleşmişti. Servis edilen dürüm yumuşak değil di. Dolayısıyla beklenenin çok altında.,0
"Kötü paketlemeden ötürü siparişteki domateslerin suları ürünlere dökülmüştü. Porsiyonlar 1. 5 olmasına rağmen çok küçük, tavuklar aşırı pişmeden ötürü yanmıştı. Yenebilecek seviyede değildi. Haliyle görsel sunum olarak da çok başarısızdı. Pişmanlığımızı tecrübe ettik. Üzücü oldu.",0
Malesef kokorec pismemisti.,0
Adana dürüm mükemmel idi içindeki közlenmiş biberi falan ama kokoreç sizin iliniz deil bence o kötü idi.,1
Hız servis normal ama bir corba yapmayı becerememişsiniz mercimek aromalı su... Ayıptır dürüm desen ortası boş et yok.,0
Porsiyon adana kebap söylememe rağmen tavuk kanat geldi. Çok aç olduğum için geri göndermedim. Ayrıca lahmacunlar fındık lahmacun boyutundaydı. Birdahakine adana yemek istediğimde kanat söylücem.,0
Resmen yanmış lahmacun yolladınız.,0
Eksik siparişi yarın tamamlarız ne demek ya gram akıllı açıklaması yok.,0
Tamamen rezilliksiniz eksik teslim ediyor para iadesi yapmıyor ve yarın gönderirim diyorsunuz kazandığınız her kuruş haram olsun.,0
Çorba muhteşem. Urfa lezzetli. Çöp şiş maalesef çok sertti. Pideleri her zaman mükemmel.,1
Not yazdığım halde özelikle pişkin olsun dememe rağmen çiğ geldi pişmemişti tekrardan fırına atıp pişirmek zorunda kaldım acele edilmişti dışı yanık içi pişmemiş bir şekilde geldi pişman oldum.,0
1kilo ciğer istedim sayılı olarak saydım 12 tane ciğer tanesi vardi buz gibi geldi çok geç te kaldı kusuru bakmayın gerçekten berbattı.,0
Çok kötüydü pide.,0
Lehmecunlar güzeldi.,1
Geç soğuk ve yazdıklarınız önemsiz insan bi peçete koyar.,0
Güzel.,1
İçecek siparişimiz gelmemiş.,0
Harikaydı dürüm efsane.,1
İki poğaça tam 1 saat dan fazla sürede geldi.,0
Döneri çok güzel. Arayıp da herhangi bir sorun yaşayıp yaşamadığımı sormaları çok ince bir davranış.,1
Paranıza yazık hiç beğenmedik.,0
Kötü.,0
Dürümlerin tuzlarını az kullanın lütfen.,0
Büyük boy patates söyledim küçücük bir şey geldi içinde 10 tane var yok durum menü istedik sayı ile koymuşlar sanki bidaha bişey soylemem.,0
Kuryeniz çok güler yüzlü.,1
Ekipçe severek yiyoruz.,1
Abi 1. 5 porsiyon için ekstra para verdim elini vicdanına koyarak gerçekten bunu mu gönderdin :) lezzet olarak da gerçekten iyi değildi. Kuryenin güler yüzlü olması dışında tavsiye edebileceğim bir yanı malesef yok :( yine de elinize emeğinize sağlık :).,0
İşi yapanlara bırakın yemek 1 saatten fazla surdu buz gibi servis lezzet sıfır.,0
Tavuk çorbası içinden mikroskop ile tavuk aradık bravo.,0
Lezet diye birşey yoktu geç geldi bi de üstüne.,0
Kurye 50 tl yerine 5 tl bıraktı.,1
Jj.,1
Dönerin içinde patates olmasına rağmen malzeme seçiminde yoktu. Dürüm idare eder ama mercimek çorbası çok güzeldi. Sadece içinde ne olduğunu anlayamadığım minik parçalar vardı.,1
1 saatin sonunda döner diye getirdiğiniz şey neydi bilmiyorum. Cok cok kötü.,0
Gerçekten yediğim en kötü döner di cidden buz gibi ve etler inanılmaz yağ var ve pişmemiş kesinlikle çiğ rezalet bir dönerdi tavsiye etmem puana aldandım ben.,0
Tavuk suyu çorba oldukça güzel yoğun içindeki tavuk miktarına kadar gayet başarılı restoran döneriyle çorba larıyla. Kim kötü diyorsa zaten yalan söylüyor.,1
"55 dk geldi yemek. Corba buz gibiydi gerçekten. Kavurmali menemen istemiştim sade gelmişti hatta yarısı dökülmüştü sonradan değiştirdiler, doğrusu getirdiler 10 dk sürmedi, bunun için teşekkür ederim.",0
Güzel sıcak geliyor hızı çok hızlı.,1
Süper hızlı.,1
Soyleyen hata yapar simdiden soyliyim.,0
Tavuklar iyice pişsin diye özellikle yazmama rağmen sanırım sadece yüksek ateşte bekletilmiş. Dış kısımları yanmış ama içleri hala kırmızıydı. Ayrıca 1 saate yakın bir zamanda geldi!,0
Süperdi emeğinize sağlık.,1
Kötü.,0
Pide kıyması ile lahmacun kıyması farklı gibi pide lezzetliyken lahmacun öyle değil.,0
Cok bozdunuz mendil ıslak mendil fiş falan yok.,0
Gayet iyiydi begenmiyenleri anlamak mumkun degil hem sıcak geldi hemde cok kisa bi sürede geldi yesillikleri domates limonuda hem temiz hem bol hemde tap tazeydi elinize saglik.,1
Biraz daha özenmelisiniz.,0
Yani yanlis anlamayin servis ve hiz cidden iyiydi ama geç saatte söyledim diye muhtemelen öylesine yapmışlar gibi 2 durum söyledim 2 side çok kötüydü yani sadece lavaş yesem daha iyiydi kupkuru tatsız ve buz gibiydi yani.,0
Lavaş ı çok kalındı.,0
Tam istediğim gibii.,1
"Biber müthiş közlenmiş, elinize sağlık.",1
Yemek hem geç geldi hem hiç beklediğim gibi gelmedi abi yanına bir meze filan koyar insan öyle kagıda sarıp göndermişler.,0
Daha kötüsünü yemedim.,0
Çop şiş hem acılı hemde iyi pişmamiş beğenmedim.,0
Tavuk dürüm iyiydi.,1
Aşırı tuzlu olmasını anlamadım.,0
Maalesef buz gibi geldi. Unuttukları colslawı hemen getirdiler ama.,0
Eti de ekmeği de bayat gibiydi. Sıcak gelmedi. Kızılkayalarda satılan 10 liralık hamburgerler gerçekten daha iyi bir seçenek. İndirimlere aldanıp sipariş vermeyin. Ucuzluğunun sebebi köfteye ekmek içi basıyor olmaları. Hamburger köftesi böyle olmaz abi. Tadı çok yavan.,0
1. 30 saatte gelen yemek nasıl olabilir buz gibiydi patatesi baharatlı seçtim sade geldi.,0
Her zamanki gibiydi. Cok iyi.,1
Birbuçuk saatte yemek geldi buz gibi daha ne olsun bu tarz firmaları alıyorsunuz çok yakında inanın kaybettiğiniz müsteri sayısını on katı daha fazla kaybedeceksinizbu hızla giderseniz.,0
Buradaki yorumların okunduğunu tahmin ediyorum. Gelen hamburger elimde pişmeye devam ediyordu ve çok iyiydi :) kurye arkadaşta oldukça alçakgönüllü başarılar..,1
Kıvırcığin sert tarafı denk gelmeseydi iyi olurdu. Ama yinede harika.,1
"Gerçek bir rezalet. Su elimle gösterebildiğim ürünün adı kıvırcık patates jumbo boy. Ve kendisi normalde 40 indirimde 25 küsür tl. Utanmakta yok artık dalga gecer gibi1 saati gecti gelmesi buz gibi sanki ısıtılıp tekrar tekrar yollanmıa diceginiz yemekler, laubali işletme. Birdaha asla.",0
Rezil sipariş verdikten sonra restorant kapalı gözüküyordu ve siparişim ile ilgili bir bilgi alamadım restorantı arayıp ulaşmak istedim fakat açan olmadı siparişimi tam bir buçuk saat sonra getirdiler getirdiklerinde ben başka bi restoranttan yemeğimi sipariş edip yemiştim ayrıca pizza çok kötüydü.,0
"Siparişin olumsuz taraflarina bakarsak pizzalar da mozeralla yerine kaşar kullanılmış, 2. Olarak pizzaları ince istedik ama yine de altı biraz kalındı. Olumlu tarafi ise bu soğuğa rağmen sıcacık getirdiler zamanında getirdiler malzemeleri çok bol ve pizzalar aşırı doyurucu tavsiye ederim.",1
"Hamur yağlı, ürünler lezzetsiz, parmesan diye kaşar koyulmuş.",0
Buyuk boy siparis verdim yolda gelirken kuculmus...,0
Ben kartla ödeme yapcam dememe rağmen pos makinadı getirmediler buda yetmezmiş gibi pizzanın köşeler ve altı yanık geldi bir daha sipariş vermeyeceğim bir yer.,0
Siparisim elime ulaşmadan bir değerlendirme yapamam.,0
"Acısız dememe rağmen acı geldi, 1 puan ordan kırdım ama lezzet olarak efsane.",1
Yola çıktıktan 1 saat sonra geldi soğuktu.,0
Dürüm sipariş verdik. Hem geç geldi hem soğuk hemde yanıktı. Birdahakine biraz dikkat edilebilirse çok memnun oluruz.,0
Başarılı.,1
Adana dürüm 1. Bucuk saatte geldi buz gibiydi adana dürümle alakası yok basmışlar domatesi içine lezzet desen sıfır.,0
Çöp şiş çok diriydi bence şisten çıkartırken en azından ikiye bölünmesi gerek.,0
Fatoğraftakiyle alakası yoktu içinde yeterli et yoktu ve gerçekten çok lezzetsizdi patates kızartması ve ayran hariç.,0
Çok güzel tavsiye ederım.,1
Elinize sağlık çok lezzetliy.,1
Servisten fazla puan kırdım porsiyin inanılmaz küçük ve meze yoktu aç kaldım..,1
Xl yazınca ister istemez beklentiyi yüksek tutuyorsun ama gelen dürüm incecik birşey idi.,0
Et döner mi kıyma mı market dönerimi belli değildi. Dönercinin döneri nasıl kötü olur aklım almıyor. 0 olsa 0 vercektim.,0
Lezzet olarak güzel fakat pizza baharatı eklemenizi tavsiye ederim teşekkürler.,1
Arayıp memnun kaldınız mı diye soran tatlış ve ilgili bir mekan pizza da çok güzeldi.. Fotoğrafını atmak isterdim ama direkt giriştiğim için maalesef çekemedim.,1
Pizza olağanüstü leziz hız süper servis süper daha ne olsun.,1
Beğenmedim.,0
Ellerinize şağlk süper olmuş.,1
"Tavuk şiş neredeyse yanmisti, kebaplar o kadar tuzluydu ki yiyemedim ve dondurulmus kebabi ısıtıp gondermisler gibiydi pideler rende salatanin suyundan islanip sungere donmustu kisacasi verdigimiz paraya degmedi ve jokerinizi bosuna kullanmayin.",0
Teşekkürler teslimat için beğendik.,1
Servis lezzet herşey harikaydı teşekkürler ikram için ayrıca.,1
Adana ve urfa soledim eti cok fazla kokuyor kuyruk yağımı konuluyor bilmiyorum ama cok fazla.,0
Emeğinize sağlık.. Tekrar görüşmek uzere.,1
"Çorbasına lafım yok ama karışık pide söyledim, kıyma ley gibi kokuyor, kuşbaşını taşla ezip yemek gerekiyor. Bu kadar kötü bir pideyi hayatımda ilk defa yedim. (yemek sepetine ilk yorumum! ).",0
Çok lezzetli tatlılar neredeyse her akşam sipariş veriyoruz ve işletmenizin ilgisi harika ikramlarınız için teşekkür ederizzz sevgiler.,1
Treliçesi hamuru bol sütlü çok güzel servis kaşığı steril olsa daha iyi.,1
"Medovik cok guzeldi, sanki annem yapmis gibiydi.",1
Kesinlikle böyle bir yerin boyle berbat servis yapması şaşılacak iş tr iliceler dökülmüş suları akmış. Kredi kartı dediğim halde post cihazının bozuk olduğunu söyleyip nakit ödendi bir daha tercih etmem.,0
Gayet lezzetliydi elinize saglik.,1
Tek kelime mükemmel.,1
Sadece bir eksik ticket kart olmaması.,1
Tadı mükemmel tavsiye ederim hizmeti servisi 10 numara.,1
Sifir olsa sifir verirdim.,0
Duble dürümün içinde pinçiklenmiş 1 tane dürüm çıktı birleştirdim hatta duble birdaha söylemem asla.,0
Gelen dürüm soğuk ve özensiz yanında peçete den başka birşey yok savaşlar kurumuş bir sekilde geldi.,0
3 tane durum menu soyledik yaninda 2 tane tatli yolladiniz 3 ayran soyledik 2 ayran 1 su yolladiniz haydari 3 tane soyledik 2 tane yolladiniz durumlerin porsiyonu az olmuş daha dikkatli olmaniz gerek.,0
Çorba aldık kaşık yoktu. Gelen ürün yanlıştı.,0
Çok hızlı geldi sıcacıktı 1 lahmacun için güzel bir salata yapmışlardı elinize sağlık.,1
Ben birdaha bir şey istesemde göndermeyin.,0
 böyle bir çorba yok.,0
Hadi kar var geç geldi eyvallahta 2 saat gecikme nedir ya. İptal edin o zaman. Litrelik kola söylüyorum kutu kola geliyor neyse bi daha sipariş etmeyiz edenlerinde haberi olsun.,0
Gerçekten hiç beğenmedim pizza şeklinde pide mi olur ya hiç pişmemişti.,0
Çok geç geldi buz gibi donmuş olarak ve kavurması kokuyordu çöp oldu işletme sahibine mesajım günah ustam çöp oluyor.,0
"Menü çok zengin. Salatalar, turşular falan ikramlar hoş ama lezzet vasat.",0
Burgerin icinden cikan marul parcasi...,0
Lahmacununu hiç beğenmedik.,0
Hem soğuk hem 1 30 saate geldi hemde tadı 12 tl ye göre aşırı kötü.,0
Lahmacun sırf sebze ağırlıklı yapılmış. Yoğun salça tadı vardı.,0
Güzel.,1
Harika çok lezzetli bir yer sadece tuz paketinin gelmesini isterdim onun için puan kırmaya gerek yok ellerinize sağlık kolay gelsin.,1
Farklı ürün göndermekle kalmayıp onu bile soğuk getirdiler.,0
